"Timestamp","Do you currently work in software testing?","Have you previously worked in software testing?","Since leaving testing, do you still work in an Information Technology / Computing based role?","Why did you leave testing?","Were you happy in your most recent testing job?","Would you work in testing again?","Are you happy in your CURRENT testing job?","How likely are you to look for a new testing job within the next 12 months?","How likely are you to look for job outside of testing within the next 12 months?","What do you enjoy about software testing?","What made you apply for your FIRST testing job?","How likely are you to recommend testing as a career to others?","How much testing experience do you have?","Which industries have you tested in?","Did you have a different job before you started testing? ","What is your highest qualification?","Did you study Computing, Computer Science or a computer related subject?","While you were studying did you know you wanted to work in testing?","Have you attended any of the following training courses and if so how were they? [Rapid Software Testing]","Have you attended any of the following training courses and if so how were they? [AST BBST Foundations]","Have you attended any of the following training courses and if so how were they? [AST BBST Bug Advocacy]","Have you attended any of the following training courses and if so how were they? [AST BBST Test Design]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Foundation]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Advanced]","Have you attended any of the following training courses and if so how were they? [ISEB/ISTQB Expert]","In your current (or most recent) testing job, how long did it take you to ""get up to speed""?","Do you believe other testing jobs are better than your current (or most recent) testing job?","Would the thought of having to ""get up to speed"" at a new company put you off applying for another testing job?","The testing expectations placed upon me are achievable.","I feel like part of the team.","I am usually excluded when decisions are made.","Absolutely everyone I work with cares about quality.","There is no automated testing.","My performance is measured using metrics (like total bug count).","I have access to all the tools and resources I require to perform effectively.","I feel my employer values my technical skills.","People don't share important information with me and I am kept in the dark.","I get to work collaboratively with others.","Technical debt is taken seriously and addressed in a timely manner.","I feel there are opportunities for me to progress and take on more responsibility.","In my current workplace I feel people do not appreciate the role testing plays in development.","There are high levels of staff retention and everyone is very loyal to the company.","When I make a decision, I feel my judgment is trusted.","Code frequently breaks in the production environment and need to be fixed or patched.","It is expected that I will work unpaid over-time.","Developers are seen as superior to testers within my organisation","I am forced to sign disclaimers stating software contains no bugs.","My company supports me to attend training courses, workshops or conferences.","I feel like I am making a positive difference.","Management lacks understanding of my role and frequently has unrealistic expectations.","There is not enough time test things to my satisfaction.","I am blamed for missed bugs."
"2016/05/04 10:33:55 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Improving software quality;Asking questions;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I was unemployed and needed a job;It seemed interesting;Knew how to code but I did not want to work as a developer;I wanted to work at a specific company and this company advertised testing as an entry level position;I studied computing and saw testing as a way to use this knowledge","Very Likely","5 - 10 years","Business;Communications;Games","No, my very first job was a testing job.","Bachelors degree","Yes","No","5","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","True","False","True","False","False","False","False","True","True","True","False","False"
"2016/05/04 10:40:23 AM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted to work with technology and computers;I was unemployed and needed a job;Knew how to code but I did not want to work as a developer","Not sure","10 - 20 years","Business;Government;Legal;Sales","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","6 months","No","No","True","True","True","False","False","False","True","True","False","True","True","True","False","True","True","False","False","True","False","True","True","False","False","False"
"2016/05/04 10:53:08 AM GMT+1","Yes","","","","","","Yes","Likely","Very unlikely","Overcoming challenges;Improving software quality;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Generating new ideas;Gaining expert knowledge of a product","Someone who was not a tester recommended testing to me","Very Likely","1 - 2 years","Health;Pharmaceutical;Scientific","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","0","0","0","3 months","Yes","No","False","True","False","False","False","False","False","True","True","False","False","True","False","True","True","False","True","True","False","True","True","True","True","False"
"2016/05/04 10:54:28 AM GMT+1","Yes","","","","","","Yes","Very Likely","Likely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted to work with technology and computers;I was unemployed and needed a job","Unlikely","2 - 5 years","Business","No, my very first job was a testing job.","Masters degree","Yes","No","5","0","0","0","2","0","0","3 months","Yes","No","True","True","False","False","False","False","True","True","False","True","True","True","False","False","True","True","False","True","False","True","False","False","False","False"
"2016/05/04 11:09:05 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Working on a variety of different tasks","It seemed interesting","Not sure","5 - 10 years","Finance","No, my very first job was a testing job.","Masters degree","Yes","No","4","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","True","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/04 11:13:50 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Preventing disaster","I wanted a new challenge;Testing paid a higher salary than my previous job;It seemed interesting;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;I applied because the job advert stated no experience necessary","Likely","less than a year","Business","Yes, I had a different job before I started testing","Foundation course","Yes","No","0","0","0","0","4","0","0","6 months","Yes","Yes","True","True","True","True","True","False","True","True","False","True","False","True","False","True","True","False","False","True","False","True","True","False","True","False"
"2016/05/04 11:14:45 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems","I was unemployed and needed a job;It seemed interesting;I wanted to work in software development but did not know how to code;I thought testing would be fun;I applied because the job advert stated no experience necessary;I wanted to work at a specific company and this company advertised testing as an entry level position","Likely","10 - 20 years","Finance;Games","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","3","0","0","3 months","No","No","True","True","False","False","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/04 11:17:01 AM GMT+1","Yes","","","","","","No","Likely","Unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people;Repetitive tasks","I wanted to work with technology and computers;Testing paid a higher salary than my previous job;It seemed interesting;I wanted to work in software development but did not know how to code;Someone who was not a tester recommended testing to me;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;My company was trying to hire testers and I wanted to change my role","Likely","10 - 20 years","Business;Communications;Government;Insurance;Legal;Military;Sales","Yes, I had a different job before I started testing","Bachelors degree","No","No","5","0","0","0","2","0","0","1 month","No","No","True","False","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/04 11:31:22 AM GMT+1","Yes","","","","","","No","Likely","Very unlikely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Generating new ideas;Gaining expert knowledge of a product;Helping people","It seemed interesting;I thought testing would be fun;I thought testing would be better than my previous job;I thought testing had good career prospects and progression","Likely","10 - 20 years","Business;Finance;Government;Health","Yes, I had a different job before I started testing","A-Levels or equivalent","Yes","No","0","0","0","0","0","0","0","2+ years","Yes","No","True","True","False","False","False","False","False","False","True","True","False","False","True","False","True","True","True","True","False","True","True","True","True","False"
"2016/05/04 11:34:28 AM GMT+1","Yes","","","","","","No","Likely","Not sure","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Generating new ideas;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I was unemployed and needed a job;It seemed interesting;I knew other testers which recommended testing to me;I thought testing would be fun;I applied because the job advert stated no experience necessary","Likely","5 - 10 years","Business;Communications;Finance;Government;Health","No, my very first job was a testing job.","Foundation course","No","No","4","0","0","0","0","0","0","1 month","Yes","No","True","True","True","False","False","False","True","True","True","True","False","False","False","False","True","False","True","False","False","False","True","False","True","True"
"2016/05/04 11:49:38 AM GMT+1","Yes","","","","","","Yes","Unlikely","Unlikely","Overcoming challenges;Finding defects;Learning new things;Thinking critically;Solving problems;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Helping people","It seemed interesting;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role;I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Finance;Health","Yes, I had a different job before I started testing","Foundation course","Yes","No","5","5","0","0","1","0","0","1 year","Yes","No","False","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","True","True","False","True","True","False","True","False"
"2016/05/04 11:56:02 AM GMT+1","Yes","","","","","","Yes","Likely","Very unlikely","Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Repetitive tasks","I wanted to work with technology and computers","Likely","2 - 5 years","Automotive;Business;Finance;Games;Health","No, my very first job was a testing job.","Bachelors degree","No","No","4","4","4","3","0","0","0","6 months","Yes","Yes","False","True","False","False","False","False","True","True","True","True","False","True","False","True","True","True","False","False","False","True","True","False","True","False"
"2016/05/04 12:52:06 PM GMT+1","Yes","","","","","","Yes","Likely","Likely","Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems","I wanted to work at a specific company and this company advertised testing as an entry level position","Likely","2 - 5 years","Health","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","2","0","0","1 month","No","Yes","True","True","True","True","False","False","True","True","True","True","True","False","True","True","False","True","False","False","False","False","False","True","False","False"
"2016/05/04 12:59:36 PM GMT+1","Yes","","","","","","No","Very Likely","Unlikely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","It seemed interesting;Knew how to code but I did not want to work as a developer;I thought testing would be fun;I thought testing had good career prospects and progression","Likely","2 - 5 years","Communications;Military;Television","Yes, I had a different job before I started testing","Bachelors degree","Yes","Yes","0","0","0","0","0","0","0","1 month","Yes","No","True","False","True","False","False","False","False","True","False","True","False","True","False","False","True","True","False","True","False","False","True","True","True","False"
"2016/05/04 1:18:57 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Improving software quality;Finding defects;Learning new things;Thinking critically;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Helping people;Seeing the big picture;Preventing disaster","I wanted to work with technology and computers;I saw lots of testing jobs advertised","Likely","2 - 5 years","Communications;Social Media","Yes, I had a different job before I started testing","Masters degree","Yes","Yes","0","4","0","0","0","0","0","3 months","No","No","True","True","False","False","False","False","False","True","False","True","False","True","False","True","True","False","False","True","False","True","True","False","True","False"
"2016/05/04 1:19:37 PM GMT+1","No","Yes","Yes I still work in Information Technology / Computing","I organize testing conferences","No","Yes","","","","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Persuading people","It seemed interesting","Very Likely","10 - 20 years","Business;Communications;Finance;E-commerce","Yes, I had a different job before I started testing","Foundation course","No","No","5","5","0","0","0","0","0","1 year","No","Yes","True","True","False","False","False","False","False","True","False","True","False","True","False","False","True","False","True","True","False","True","True","False","True","False"
"2016/05/04 1:35:08 PM GMT+1","Yes","","","","","","Yes","Not sure","Not sure","Improving software quality;Finding defects;Learning new things;Working in a team;Gaining expert knowledge of a product;Working on a variety of different tasks","I was unemployed and needed a job","Not sure","10 - 20 years","Business;Games;Legal;Social Media","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/04 1:43:11 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I wanted to work with technology and computers;I did not like my previous job","Very Likely","5 - 10 years","Business;Government","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","5","5","4","2","0","0","1 month","No","No","True","True","True","True","True","False","True","True","False","False","True","False","False","True","True","False","False","True","False","True","True","False","False","False"
"2016/05/04 2:04:49 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Improving software quality;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Helping people","I wanted to work with technology and computers;I wanted to work in software development but did not know how to code;I knew other testers which recommended testing to me;I thought testing had good career prospects and progression","Likely","5 - 10 years","Communications;Finance;Sales;E-commerce","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","2 years","Yes","No","True","True","False","True","False","False","False","False","False","True","True","True","True","True","True","True","True","True","False","True","True","True","False","False"
"2016/05/04 2:09:10 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Asking questions;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Assessing and managing risks;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","Testing paid a higher salary than my previous job;Someone who was not a tester recommended testing to me","Very Likely","2 - 5 years","Business;Communications;Games;Sales;Social Media;Entertainment,  B2B","Yes, I had a different job before I started testing","Doctorate","No","No","4","0","0","0","1","0","0","3 months","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/04 2:31:56 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I did not like my previous job;I thought testing would be fun;I thought testing would be better than my previous job;I wanted to work at a specific company and this company advertised testing as an entry level position","Very Likely","2 - 5 years","Finance","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","6 months","No","No","False","True","False","True","True","False","True","True","False","True","False","False","False","True","False","False","False","True","False","True","True","True","True","False"
"2016/05/04 2:33:51 PM GMT+1","Yes","","","","","","No","Likely","Very unlikely","Overcoming challenges;Identifying new problems;Working on a variety of different tasks;Preventing disaster","I studied computing and saw testing as a way to use this knowledge","Likely","5 - 10 years","Business;Finance;Social Media","No, my very first job was a testing job.","Masters degree","Yes","Yes","3","0","0","0","3","3","3","3 months","Yes","Yes","True","False","True","True","True","False","True","False","False","True","False","True","False","True","True","True","False","True","True","False","False","True","True","True"
"2016/05/04 3:08:59 PM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Overcoming challenges;Finding defects;Learning new things;Thinking critically;Solving problems;Working in a team;Engaging with other testers","I wanted to work with technology and computers;I was unemployed and needed a job;I wanted to work in software development but did not know how to code;I thought testing would be fun;I thought testing would be easy","Very Likely","5 - 10 years","Automotive;Business;Communications;Energy;Finance;Government;Health;Insurance","No, my very first job was a testing job.","None","","","0","0","0","0","3","2","0","6 months","Yes","No","True","True","True","False","True","False","False","False","False","True","False","True","True","False","False","True","True","True","False","False","True","True","True","True"
"2016/05/04 3:25:38 PM GMT+1","Yes","","","","","","No","Very Likely","Not sure","Improving software quality;Asking questions;Learning new things;Working in a team;Generating new ideas;Helping people;Seeing the big picture","I wanted a new challenge;I wanted to work with technology and computers;I thought testing would be fun","Very Likely","10 - 20 years","Business;Communications;Finance;Sales;Social Media","No, my very first job was a testing job.","Foundation course","No","No","0","0","0","0","1","0","0","3 months","Yes","No","False","True","True","False","True","False","True","False","False","True","True","True","False","False","False","True","False","True","False","False","False","True","True","False"
"2016/05/04 3:35:24 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Unlikely","Improving software quality;Asking questions;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Gaining expert knowledge of a product;Helping people;Preventing disaster","I wanted to work with technology and computers;Knew how to code but I did not want to work as a developer;Someone who was not a tester recommended testing to me","Likely","2 - 5 years","Business;Government;Military","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","False","False","True","True","False","True","False","False","True","True","False","False","False"
"2016/05/04 3:45:37 PM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Thinking critically;Solving problems;Assessing and managing risks;Working in a team;Engaging with other testers;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I did not like my previous job;Someone who was not a tester recommended testing to me;I thought testing would be better than my previous job;I thought testing had good career prospects and progression;My company was trying to hire testers and I wanted to change my role","Likely","5 - 10 years","Social Media;Security","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","1 month","Yes","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/04 4:09:25 PM GMT+1","Yes","","","","","","Yes","Likely","Very unlikely","Overcoming challenges;Learning new things;Thinking critically;Assessing and managing risks;Working in a team;Seeing the big picture","I wanted a new challenge;Knew how to code but I did not want to work as a developer","Likely","5 - 10 years","Business;Energy;Insurance;Recycling","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","3","0","0","6 months","Yes","Yes","True","True","False","False","False","True","False","True","False","True","False","True","True","False","True","False","False","False","False","True","True","True","True","False"
"2016/05/04 4:29:59 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Asking questions;Finding defects;Learning new things;Solving problems;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture","I wanted to work with technology and computers;I was unemployed and needed a job;It seemed interesting;I applied because the job advert stated no experience necessary","Likely","2 - 5 years","Business;Games;Education","Yes, I had a different job before I started testing","GCSEs or equivalent","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","False","True","True","True","False","True","True","True","True","True","True","False","True","True","True","False","True","False","False","False","False","True","False"
"2016/05/04 4:37:53 PM GMT+1","Yes","","","","","","No","Very Likely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks","I wanted a new challenge;I wanted to work with technology and computers;I was unemployed and needed a job;Testing paid a higher salary than my previous job;It seemed interesting;I wanted to work in software development but did not know how to code;I knew other testers which recommended testing to me;I wanted to work at a specific company and this company advertised testing as an entry level position;I studied computing and saw testing as a way to use this knowledge","Very Likely","2 - 5 years","Business;Finance;Sales","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","True","True","False","True","False","True","False","True","False","False","False","False","False","True","False","False","True","True","False","True"
"2016/05/04 5:02:32 PM GMT+1","Yes","","","","","","No","Likely","Not sure","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Seeing the big picture","I wanted to work in software development but did not know how to code;I thought testing would be fun","Not sure","10 - 20 years","Communications;Government","Yes, I had a different job before I started testing","Masters degree","Yes","No","0","0","0","0","0","0","0","3 months","Yes","Yes","True","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","True","True","False","True","False","True","True","True"
"2016/05/04 5:32:46 PM GMT+1","Yes","","","","","","Yes","Likely","Not sure","Improving software quality;Finding defects;Learning new things;Thinking critically;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Preventing disaster","I wanted to work with technology and computers;Testing paid a higher salary than my previous job;I thought testing would be fun","Likely","1 - 2 years","Business","Yes, I had a different job before I started testing","Masters degree","No","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","False","False","False","True","False","True","True","False","True","True","True","False","True","True","True","False","False","True","True","True","True"
"2016/05/04 6:16:44 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Thinking critically;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting","Likely","5 - 10 years","Business","Yes, I had a different job before I started testing","None","","","0","0","0","0","0","0","0","6 months","No","No","False","True","True","True","False","True","False","True","True","True","False","True","True","False","True","True","False","True","False","True","True","True","True","False"
"2016/05/04 6:58:03 PM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Improving software quality;Learning new things;Thinking critically;Solving problems;Identifying new problems;Helping people;Seeing the big picture;Working on a variety of different tasks","I was unemployed and needed a job;Knew how to code but I did not want to work as a developer;I knew other testers which recommended testing to me;I thought testing would be better than my previous job","Likely","2 - 5 years","Business;Finance;Education","Yes, I had a different job before I started testing","None","","","0","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/04 7:01:32 PM GMT+1","Yes","","","","","","Yes","Likely","Unlikely","Overcoming challenges;Asking questions;Finding defects;Learning new things;Thinking critically;Engaging with other testers;Gaining expert knowledge of a product;Working on a variety of different tasks","I was unemployed and needed a job;I applied because the job advert stated no experience necessary;I studied computing and saw testing as a way to use this knowledge","Very Likely","5 - 10 years","Health;Retail","No, my very first job was a testing job.","Bachelors degree","Yes","No","0","0","0","0","0","0","0","1 month","Yes","No","True","True","False","False","False","True","True","True","False","True","False","False","False","False","True","False","True","True","False","False","True","False","True","False"
"2016/05/04 8:43:52 PM GMT+1","Yes","","","","","","Yes","Not sure","Very unlikely","Overcoming challenges;Improving software quality;Finding defects;Learning new things;Thinking critically;Solving problems;Identifying new problems;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Working on a variety of different tasks;Repetitive tasks","I wanted a new challenge;I wanted to work with technology and computers;It seemed interesting;I did not like my previous job;I thought testing would be fun;My company was trying to hire testers and I wanted to change my role","Likely","1 - 2 years","Business;Health","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","6 months","No","No","True","True","True","False","False","False","True","True","False","True","False","True","False","True","True","False","False","False","False","True","True","False","True","False"
"2016/05/04 11:02:52 PM GMT+1","Yes","","","","","","No","Likely","Very Likely","Learning new things;Thinking critically;Working in a team;Engaging with other testers;Generating new ideas","I wanted to work with technology and computers","Unlikely","5 - 10 years","Business;Media/Publishing","Yes, I had a different job before I started testing","Foundation course","No","No","0","0","0","0","2","0","0","1 year","Yes","No","True","False","True","True","False","False","False","False","False","True","False","False","True","False","True","True","False","True","False","False","False","True","True","False"
"2016/05/04 11:25:20 PM GMT+1","Yes","","","","","","Yes","Very unlikely","Very unlikely","Overcoming challenges;Improving software quality;Thinking critically;Working in a team;Engaging with other testers;Generating new ideas;Helping people;Helping business identify risk/value","It seemed interesting;I thought testing would be fun","Very Likely","10 - 20 years","Aerospace;Automotive;Business;Finance;Government;Intelligence;Military","Yes, I had a different job before I started testing","Bachelors degree","Yes","No","0","0","0","0","0","0","0","3 months","No","No","True","True","False","False","False","False","True","True","False","True","True","True","False","True","True","False","False","True","False","True","True","False","False","False"
"2016/05/04 11:27:20 PM GMT+1","Yes","","","","","","Yes","Not sure","Unlikely","Improving software quality;Learning new things;Prioritising tasks;Working in a team;Generating new ideas;Helping people;Working on a variety of different tasks","I wanted to work with technology and computers","Likely","More than 20 years","Business","No, my very first job was a testing job.","Foundation course","Yes","No","5","0","0","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","True","True","False","True","True","False","False","False","False","True","True","False","False","False"
"2016/05/04 11:28:40 PM GMT+1","Yes","","","","","","No","Very Likely","Very Likely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Generating new ideas;Seeing the big picture;Working on a variety of different tasks","It seemed interesting","Not sure","2 - 5 years","Scientific","Yes, I had a different job before I started testing","Masters degree","Yes","Yes","0","0","0","0","0","0","0","1 month","Yes","No","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","True","False","False","False","True","False","True","False"
"2016/05/05 12:48:23 AM GMT+1","Yes","","","","","","Yes","Likely","Very unlikely","Overcoming challenges;Improving software quality;Asking questions;Learning new things;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Engaging with other testers;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster","I wanted a new challenge;I wanted to work with technology and computers;I wanted to work at a specific company and this company advertised testing as an entry level position","Likely","2 - 5 years","Aerospace;Business;Finance;Health;Scientific","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","0","0","0","0","0","0","3 months","Yes","No","True","True","False","False","False","False","False","True","False","True","False","False","False","False","True","False","False","True","False","True","True","True","False","False"
"2016/05/05 4:28:27 AM GMT+1","Yes","","","","","","No","Very Likely","Not sure","Overcoming challenges;Improving software quality;Asking questions;Finding defects;Learning new things;Prioritising tasks;Thinking critically;Solving problems;Identifying new problems;Assessing and managing risks;Working in a team;Generating new ideas;Gaining expert knowledge of a product;Helping people;Seeing the big picture;Working on a variety of different tasks;Preventing disaster;Persuading people","I wanted to work with technology and computers;It seemed interesting;I did not like my previous job;I wanted to work in software development but did not know how to code;I thought testing would be better than my previous job;My company was trying to hire testers and I wanted to change my role","Likely","5 - 10 years","Business;Communications;Games;Health;Sales","Yes, I had a different job before I started testing","Bachelors degree","No","No","0","4","5","0","0","0","0","3 months","Yes","Yes","True","True","True","False","False","False","False","False","True","True","False","True","False","False","False","True","True","True","False","False","False","False","True","False"
"2016/05/05 4:34:37 AM GMT+1","Yes","","","","","","Yes","Unlikely","Very unlikely","Overcoming challenges;Learning new things;Thinking critically;Identifying new problems;Assessing and managing risks;Working on a variety of different tasks","I was unemployed and needed a job","Very unlikely","10 - 20 years","Communications;Electronics;Sales","No, my very first job was a testing job.","Bachelors degree","Yes","No","5","4","4","0","0","0","0","1 month","No","No","True","True","False","True","False","False","True","True","False","True","False","True","True","True","True","False","False","True","False","True","True","False","True","False"
